gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,0,0,-0.5037576729981889,1,0,-0.17599843081489655,-0.48012473048480087,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,-0.8702409464784621,1,1,0.35572926085697343,-0.6235094070945313,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,1,0,-0.0965540357978854,1,1,0.8542239717993515,0.15341494832003888,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,1.4508197855632678,1,0,0.18956435720951403,1.0860771217137932,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
1,1,1,0,0.22920887396235737,1,1,1.253019740553254,0.7631307116266465,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,-0.62591876415828,1,1,0.6880590681518921,-0.3601227857529649,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0.6364125111626608,1,1,1.3859516634712215,1.236520736248926,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,0,0,-1.2774445836787656,1,0,-0.7077261224867666,-0.9866035266324026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1.247217966963116,0,0,-0.17599843081489655,0.6298932582846816,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
0,0,0,0,-1.1960038562387048,1,1,0.15633137648002218,-0.9085140258326417,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0
0,0,0,0,0.6364125111626608,1,0,-1.3391527563471122,-0.5057133804643835,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,1.369379058123207,0,0,-1.1729878526996527,-0.13070730317739623,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0,1,1,1.4508197855632678,1,1,0.6548260874224002,1.5294666601531135,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1,1,0,0,-0.62591876415828,1,1,-0.6412601610277828,-0.665863034646944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-1.0331224013585834,1,0,-1.4720846792650797,-0.946455817181678,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,1,0,1.6137012404433893,1,1,0.7545250296108759,1.7429995323965275,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,-0.13727439951791576,1,0,-1.5053176599945715,-0.7527762078534576,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,0,0.18848851024232702,1,1,0.8542239717993515,0.5028323756274435,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,0,0,0,0.06632741908223598,1,1,1.4856506056596972,0.5769512238441658,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
0,1,0,0,0.3920903288424788,1,1,0.6548260874224002,0.5566567773086346,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1.0843365120829946,1,0,0.023399453562054678,0.671364518596419,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
1,0,1,1,-0.8702409464784621,1,1,0.4886611837749409,-0.622627039853856,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,1,1,1,1.125056875803025,1,1,0.5218941645044328,1.1381367889136338,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.21871512695797646,1,1,-0.27569737300337216,-0.3707111926410681,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,0,0,-1.2774445836787656,1,0,0.6880590681518921,-0.9680738145782221,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,1,0,0,-1.2774445836787656,1,1,0.4886611837749409,-0.9707209163002478,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,0,-0.62591876415828,0,0,-1.0068229490521934,-0.7443937190670425,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,0,1.0436161483629645,1,0,-1.4720846792650797,-0.4827718322068267,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,-1.2774445836787656,1,0,-1.5385506407240634,-0.9976331171408434,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,1,-1.1960038562387048,1,0,-0.6744931417572747,-0.946455817181678,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0.8400143297628127,1,0,0.8542239717993515,1.165490173374567,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0.10704778280226633,1,1,-1.3059197756176202,-0.6080679803827143,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
1,0,1,1,0.7178532386027215,1,0,1.3527186827417297,1.3507872939163725,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
1,0,1,1,1.4508197855632678,1,0,0.18956435720951403,1.1381367889136338,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0
1,0,1,0,0.5956921474426305,1,0,-1.3059197756176202,-0.5030662787423578,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,1,1,0,1.3286586944031769,1,1,1.4524176249302052,2.11888797692419,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-1.1145631287986442,1,1,0.15633137648002218,-0.8626309293175279,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,0,0.758573602322752,1,1,0.987155894717319,1.117401158757765,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,0,0,0,0.5549717837226001,1,0,1.0536218561763027,0.935192323558323,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,-0.9516816739185228,1,1,0.3889622415864653,-0.7130696820230706,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-0.9924020376385531,1,0,-1.4720846792650797,-0.9288084723681728,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-0.748079855318371,1,1,-1.3391527563471122,-0.8639544801785408,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
0,0,0,0,0.5142514200025698,1,1,1.6850484900366482,1.255491631923444,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,-0.9924020376385531,1,1,0.32249628012748155,-0.7638057983618983,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1,0,1,-1.2774445836787656,1,1,-0.47509525738032343,-0.9835152412900392,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,1.369379058123207,1,1,1.286252721282746,2.096387612286971,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
1,0,1,1,1.6137012404433893,1,0,0.2560303186684978,1.2074026173066421,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0
0,0,1,0,0.35136996512244845,1,1,1.6185825285776645,1.0212231295241614,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,0,1,1,-0.38159658183809786,1,0,-1.3059197756176202,-0.7360112302806275,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,0,0,-0.13727439951791576,1,1,0.455428203045449,0.04620732857799427,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,-1.1552834925186746,1,1,0.5218941645044328,-0.8648368474192161,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,-1.0738427650786138,1,0,-1.3059197756176202,-0.938073328395263,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,1,1,0,1.4100994218432374,1,1,1.3527186827417297,2.0981523467683214,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0
1,1,0,1,-1.0331224013585834,1,1,-0.6412601610277828,-0.8538072569107753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,1,1,0.9621754209229036,1,1,-1.3391527563471122,-0.3742406616037692,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,0,1.6137012404433893,1,0,-1.3059197756176202,-0.18982590830263893,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,0,1.6137012404433893,1,1,0.6880590681518921,1.6781455402068957,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0
1,0,1,1,-0.38159658183809786,1,0,-1.5053176599945715,-0.8176302000430895,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,1,0.10704778280226633,1,0,-0.47509525738032343,-0.27541553064813956,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,1,0,-0.21871512695797646,1,1,0.18956435720951403,-0.1483546479909015,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,1,1,-0.2594354906780068,1,1,-0.1427654500854047,-0.2926216918413072,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,1,1,-0.8295205827584317,1,0,-1.2726867948881284,-0.8670427655209043,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,0,0,0.3106496014024181,1,0,-1.4720846792650797,-0.6508627915554646,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,1,1,-1.0331224013585834,0,0,-0.20923141154438843,-0.8004240388499219,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
1,0,1,1,1.5322605130033284,1,1,1.0868548369057947,1.936679141724748,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
1,0,1,1,1.125056875803025,1,0,-1.5053176599945715,-0.4933602390949298,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,1,0.26992923768238775,0,1,-1.3059197756176202,-0.5877735338471831,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,0,1,0,1.6137012404433893,1,0,1.6518155093071565,2.6893383980207486,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,-1.2774445836787656,0,1,-1.0068229490521934,-0.9905741792154412,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,0,1,1,0.880734693482843,1,1,0.18956435720951403,0.6576878263659525,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0
1,0,0,0,-1.1960038562387048,1,1,0.6880590681518921,-0.8891019465377858,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,0,1,1,1.247217966963116,1,0,0.35572926085697343,1.0710768786223137,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
1,0,1,1,1.5729808767233588,1,1,0.6548260874224002,1.7085872100101922,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
0,0,0,0,0.3920903288424788,1,1,-1.4720846792650797,-0.5829205140234691,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
1,0,0,0,0.5956921474426305,1,0,-1.4720846792650797,-0.5895382683285336,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,1.369379058123207,1,1,1.253019740553254,1.912855226226516,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,1,0,-0.46303730927815856,1,1,1.3194857020122377,-0.034970457564130045,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
1,0,0,0,-0.8702409464784621,0,1,-0.9735899683227015,-0.8180713836634271,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,1,-1.2774445836787656,1,1,1.1533207983647784,-0.9618972438934952,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,1,1,0,0.9214550572028734,1,0,0.8542239717993515,1.2197557586760959,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,1.4915401492832983,1,1,1.0868548369057947,1.9693267296297328,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
0,1,0,0,-1.1960038562387048,1,0,0.28926329939798967,-0.9191024327207449,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-1.1552834925186746,1,1,0.32249628012748155,-0.8736605198259687,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0
1,1,0,0,-0.0965540357978854,1,1,0.15633137648002218,-0.08217710494025668,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0
0,0,0,0,-1.1145631287986442,1,1,0.5883601259634165,-0.8216008526261281,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,0,1,0,1.5729808767233588,1,1,-1.3391527563471122,-0.2445326772245053,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,-0.13727439951791576,1,1,-0.30893035373286404,-0.2908569573599567,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1,0,1,0,0.7992939660427822,1,0,-0.10953246935591282,0.3925364705430355,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,1.4508197855632678,1,0,0.3889622415864653,1.3031394629199082,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0
0,0,1,1,0.5549717837226001,1,0,-1.5053176599945715,-0.5789498614404305,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
1,0,0,0,-0.9924020376385531,1,1,-0.3421633344623559,-0.8123359965990379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,0,1,0,1.6137012404433893,1,0,-1.5053176599945715,-0.3786524978071455,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,-0.62591876415828,1,0,-1.5053176599945715,-0.8630721129378656,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,0,0,0,-1.1960038562387048,1,1,1.4191846442007134,-0.8652780310395537,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,1,0,0,-1.2367242199587352,1,1,0.6215931066929083,-0.9336614921918868,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-0.9516816739185228,1,1,0.32249628012748155,-0.7236580889111738,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0.758573602322752,0,1,-0.27569737300337216,0.28621121804166616,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,1,1,-1.0738427650786138,1,0,-1.4720846792650797,-0.9614560602731576,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1
0,0,1,0,-1.1960038562387048,1,0,0.987155894717319,-0.8851312939547472,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
0,1,0,0,-0.62591876415828,1,1,0.987155894717319,-0.2961511608040083,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,0,-0.0965540357978854,1,0,-0.5083282381098153,-0.36982882540039286,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,0,0,-0.055833672077855064,1,1,0.2227973379390059,-0.04908833341493427,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,0,0,0,0.5142514200025698,1,0,0.5551271452339247,0.5906279160746324,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
1,0,1,0,1.2879383306831464,1,0,0.8209909910698596,1.5056427446548815,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,-1.2774445836787656,1,1,-0.17599843081489655,-0.9795445887070005,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,1,0,0,-1.2774445836787656,1,1,0.15633137648002218,-0.9751327525036242,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,1,1,1.1657772395230555,1,0,1.1533207983647784,1.6278506074884056,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0
1,0,0,0,-1.2774445836787656,1,0,-1.5053176599945715,-0.9971919335205057,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,0,0,-0.9516816739185228,0,1,-0.6412601610277828,-0.8211596690057905,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,1,1,1.6137012404433893,1,0,1.6518155093071565,2.5680129024278995,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,0,0,-1.2774445836787656,1,0,-1.5053176599945715,-0.9971919335205057,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
0,0,1,0,-1.0331224013585834,1,1,-0.6744931417572747,-0.8674839491412419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1,0,1.369379058123207,1,1,0.8542239717993515,1.6988811703627642,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
1,0,0,0,-1.2774445836787656,1,1,0.15633137648002218,-0.9751327525036242,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,0.3106496014024181,1,1,-1.4720846792650797,-0.6768926251553848,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
1,0,0,0,-0.6666391278783103,1,1,0.2227973379390059,-0.4708598744577106,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,-1.2367242199587352,1,1,0.7545250296108759,-0.9248378197851341,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,0,1,0,1.4100994218432374,1,0,-1.3391527563471122,-0.3071807513124491,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,1,0,0.35136996512244845,1,1,1.3194857020122377,0.8306318055383042,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
0,0,1,1,0.9621754209229036,1,1,-1.5053176599945715,-0.5118899511491104,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,1.6137012404433893,1,1,1.7182814707661402,2.5296299274585254,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0,1,1,-1.1960038562387048,1,1,0.6548260874224002,-0.8891019465377858,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,1,0,0.880734693482843,1,0,-1.4720846792650797,-0.5193900726948502,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,1,0,0,0.7992939660427822,1,1,1.518883586389189,1.5674084515021498,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0,0,0,0.7178532386027215,1,1,0.8209909910698596,0.893279879626248,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,0,0,0,-0.748079855318371,1,1,0.8209909910698596,-0.4858601175491901,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1,0,1,0,-0.21871512695797646,1,0,-0.5415612188393072,-0.3786524978071455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,1,0,1.6137012404433893,1,1,1.0536218561763027,2.006386153738094,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
1,0,0,0,1.2064976032430856,1,1,0.32249628012748155,1.067106226039275,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0
0,0,0,0,-0.8295205827584317,1,1,-0.3421633344623559,-0.7170403346061094,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
0,1,0,0,0.47353105628253944,1,0,0.32249628012748155,0.4362136489564611,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0,1,1,0.880734693482843,1,1,0.4886611837749409,0.9188685296058307,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,1.4508197855632678,1,0,-1.4720846792650797,-0.39409392451896263,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,0,0,-0.5037576729981889,1,0,-1.5053176599945715,-0.8224832198668034,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,0.7178532386027215,1,0,-0.3421633344623559,0.14767956125564966,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0,0,0,1.0436161483629645,1,1,-1.3391527563471122,-0.3380636047360833,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
1,0,1,1,0.10704778280226633,1,1,0.8209909910698596,0.38900700158033447,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,-1.2367242199587352,1,1,-0.6412601610277828,-0.9702797326799102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,0,1,1,1.247217966963116,1,0,0.35572926085697343,1.0574001863918472,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
0,0,1,0,1.0436161483629645,1,1,1.518883586389189,1.8735898840164666,0,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0
0,0,1,1,-0.21871512695797646,1,1,-1.4720846792650797,-0.7483643716500812,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1
0,0,1,0,1.5729808767233588,1,1,1.6850484900366482,2.5583068627804715,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,1.247217966963116,1,0,-0.20923141154438843,0.5398917997358046,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
1,0,1,0,1.5729808767233588,1,1,0.9539229139878271,1.936679141724748,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
0,1,0,0,0.35136996512244845,1,1,1.6185825285776645,1.0631355734562364,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
1,1,0,0,-0.7888002190384014,1,1,0.8542239717993515,-0.47571289428142455,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
1,0,0,0,-1.2367242199587352,1,0,0.4886611837749409,-0.9424851645986394,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,1,1,1.4508197855632678,1,1,-1.5053176599945715,-0.43556518483070006,0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
1,0,1,1,-1.2774445836787656,1,1,-0.5415612188393072,-0.9843976085307145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0,0,1.3286586944031769,1,1,1.4856506056596972,2.1303587510529685,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0
1,1,1,0,1.6137012404433893,1,1,-1.3059197756176202,-0.21056153845850764,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,0,0,0,-0.1779947632379461,1,1,-0.3421633344623559,-0.3415930736987844,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,1,1,1.6137012404433893,1,0,-1.3391527563471122,-0.1854140720992626,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0
0,0,0,0,-1.2367242199587352,1,1,0.8874569525288434,-0.9314555740901985,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0,1,-0.5851984004382496,1,0,-1.4720846792650797,-0.8335128103752443,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,1,1,0,1.125056875803025,1,1,1.3194857020122377,1.7910885470133293,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
0,1,0,0,-0.2594354906780068,1,1,0.05663243429154655,-0.27673908150915244,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,0,0,1,-1.2774445836787656,1,1,0.2227973379390059,-0.9742503852629489,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,-1.1552834925186746,1,0,-1.4720846792650797,-0.9716032835409231,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1
1,0,1,1,1.4508197855632678,1,1,0.9206899332583353,1.8144712788912238,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0
0,0,0,0,0.22920887396235737,1,1,0.6548260874224002,0.4344489144751106,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
0,1,1,0,0.3920903288424788,1,1,1.3527186827417297,1.0234290476258494,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
